,author,repo,file,has_type,name,docstring,func_descr,arg_names,arg_types,arg_descrs,return_type,return_expr,return_descr,lineno,full_name,arg_full_names,arg_names_len,arg_types_len
153,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,eq,,,"['self', 'x']","['', 'object']","['', '']",bool,[],,277,__eq__,"['self', 'x']",2,2
154,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ne,,,"['self', 'x']","['', 'object']","['', '']",bool,[],,278,__ne__,"['self', 'x']",2,2
155,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,neg,,,['self'],[''],[''],complex,[],,279,__neg__,['self'],1,1
156,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,po,,,['self'],[''],[''],complex,[],,280,__pos__,['self'],1,1
157,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,str,,,['self'],[''],[''],str,[],,282,__str__,['self'],1,1
158,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,complex,,,['self'],[''],[''],complex,[],,283,__complex__,['self'],1,1
159,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ab,,,['self'],[''],[''],float,[],,284,__abs__,['self'],1,1
160,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,hash,,,['self'],[''],[''],int,[],,285,__hash__,['self'],1,1
161,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,bool,,,['self'],[''],[''],bool,[],,286,__bool__,['self'],1,1
162,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,init,,,"['self', 'o']","['', 'object']","['', '']",None,[],,296,__init__,"['self', 'o']",2,2
163,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,init,,,"['self', 'o', 'encode', 'error']","['', 'bytes', 'str', 'str']","['', '', '', '']",None,[],,298,__init__,"['self', 'o', 'encoding', 'errors']",4,4
164,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,capitalize,,,['self'],[''],[''],str,[],,300,capitalize,['self'],1,1
165,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,casefold,,,['self'],[''],[''],str,[],,302,casefold,['self'],1,1
166,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,center,,,"['self', 'width', 'fillchar']","['', 'int', 'str']","['', '', '']",str,[],,303,center,"['self', '__width', '__fillchar']",3,3
167,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,count,,,"['self', 'x', 'start', 'end']","['', 'Text', 'Optional[int]', 'Optional[int]']","['', '', '', '']",int,[],,304,count,"['self', 'x', '__start', '__end']",4,4
168,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,encode,,,"['self', 'encode', 'error']","['', 'Text', 'Text']","['', '', '']",bytes,[],,305,encode,"['self', 'encoding', 'errors']",3,3
169,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,endswith,,,"['self', 'suffix', 'start', 'end']","['', 'Union[Text, Tuple[Text, ...]]', 'Optional[int]', 'Optional[int]']","['', '', '', '']",bool,[],,306,endswith,"['self', 'suffix', 'start', 'end']",4,4
170,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,expandtabs,,,"['self', 'tabsize']","['', 'int']","['', '']",str,[],,308,expandtabs,"['self', 'tabsize']",2,2
171,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,find,,,"['self', 'sub', 'start', 'end']","['', 'Text', 'Optional[int]', 'Optional[int]']","['', '', '', '']",int,[],,309,find,"['self', 'sub', '__start', '__end']",4,4
172,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,format,,,"['self', 'args']","['', 'object']","['', '']",str,[],,310,format,"['self', 'args']",2,2
173,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,format map,,,"['self', 'map']","['', 'Mapping[str, Any]']","['', '']",str,[],,311,format_map,"['self', 'map']",2,2
174,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,index,,,"['self', 'sub', 'start', 'end']","['', 'Text', 'Optional[int]', 'Optional[int]']","['', '', '', '']",int,[],,312,index,"['self', 'sub', '__start', '__end']",4,4
175,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isalnum,,,['self'],[''],[''],bool,[],,313,isalnum,['self'],1,1
176,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isalpha,,,['self'],[''],[''],bool,[],,314,isalpha,['self'],1,1
177,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isascii,,,['self'],[''],[''],bool,[],,316,isascii,['self'],1,1
178,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isdecimal,,,['self'],[''],[''],bool,[],,317,isdecimal,['self'],1,1
179,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isdigit,,,['self'],[''],[''],bool,[],,318,isdigit,['self'],1,1
180,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isidentifier,,,['self'],[''],[''],bool,[],,319,isidentifier,['self'],1,1
181,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,islower,,,['self'],[''],[''],bool,[],,320,islower,['self'],1,1
182,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isnumeric,,,['self'],[''],[''],bool,[],,321,isnumeric,['self'],1,1
183,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isprintable,,,['self'],[''],[''],bool,[],,322,isprintable,['self'],1,1
184,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isspace,,,['self'],[''],[''],bool,[],,323,isspace,['self'],1,1
185,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,istitle,,,['self'],[''],[''],bool,[],,324,istitle,['self'],1,1
186,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isupper,,,['self'],[''],[''],bool,[],,325,isupper,['self'],1,1
187,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,join,,,"['self', 'iterable']","['', 'Iterable[str]']","['', '']",str,[],,326,join,"['self', '__iterable']",2,2
188,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ljust,,,"['self', 'width', 'fillchar']","['', 'int', 'str']","['', '', '']",str,[],,327,ljust,"['self', '__width', '__fillchar']",3,3
189,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,low,,,['self'],[''],[''],str,[],,328,lower,['self'],1,1
190,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,lstrip,,,"['self', 'char']","['', 'Optional[str]']","['', '']",str,[],,329,lstrip,"['self', '__chars']",2,2
191,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,partition,,,"['self', 'sep']","['', 'str']","['', '']","Tuple[str, str, str]",[],,330,partition,"['self', '__sep']",2,2
192,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,replace,,,"['self', 'old', 'new', 'count']","['', 'str', 'str', 'int']","['', '', '', '']",str,[],,331,replace,"['self', '__old', '__new', '__count']",4,4
193,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rfind,,,"['self', 'sub', 'start', 'end']","['', 'Text', 'Optional[int]', 'Optional[int]']","['', '', '', '']",int,[],,332,rfind,"['self', 'sub', '__start', '__end']",4,4
194,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rindex,,,"['self', 'sub', 'start', 'end']","['', 'Text', 'Optional[int]', 'Optional[int]']","['', '', '', '']",int,[],,333,rindex,"['self', 'sub', '__start', '__end']",4,4
195,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rjust,,,"['self', 'width', 'fillchar']","['', 'int', 'str']","['', '', '']",str,[],,334,rjust,"['self', '__width', '__fillchar']",3,3
196,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rpartition,,,"['self', 'sep']","['', 'str']","['', '']","Tuple[str, str, str]",[],,335,rpartition,"['self', '__sep']",2,2
197,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rsplit,,,"['self', 'sep', 'maxsplit']","['', 'Optional[str]', 'int']","['', '', '']",List[str],[],,336,rsplit,"['self', 'sep', 'maxsplit']",3,3
198,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rstrip,,,"['self', 'char']","['', 'Optional[str]']","['', '']",str,[],,337,rstrip,"['self', '__chars']",2,2
199,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,split,,,"['self', 'sep', 'maxsplit']","['', 'Optional[str]', 'int']","['', '', '']",List[str],[],,338,split,"['self', 'sep', 'maxsplit']",3,3
200,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,splitlines,,,"['self', 'keepends']","['', 'bool']","['', '']",List[str],[],,339,splitlines,"['self', 'keepends']",2,2
201,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,startswith,,,"['self', 'prefix', 'start', 'end']","['', 'Union[Text, Tuple[Text, ...]]', 'Optional[int]', 'Optional[int]']","['', '', '', '']",bool,[],,340,startswith,"['self', 'prefix', 'start', 'end']",4,4
202,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,strip,,,"['self', 'char']","['', 'Optional[str]']","['', '']",str,[],,342,strip,"['self', '__chars']",2,2
203,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,swapcase,,,['self'],[''],[''],str,[],,343,swapcase,['self'],1,1
204,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,title,,,['self'],[''],[''],str,[],,344,title,['self'],1,1
205,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,translate,,,"['self', 'table']","['', 'Union[Mapping[int, Union[int, str, None]], Sequence[Union[int, str, None]]]']","['', '']",str,[],,345,translate,"['self', '__table']",2,2
206,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,upper,,,['self'],[''],[''],str,[],,346,upper,['self'],1,1
207,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,zfill,,,"['self', 'width']","['', 'int']","['', '']",str,[],,347,zfill,"['self', '__width']",2,2
208,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,maketrans,,,['x'],"['Union[Dict[int, _T], Dict[str, _T], Dict[Union[str, int], _T]]']",[''],"Dict[int, _T]",[],,350,maketrans,['__x'],1,1
209,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,maketrans,,,"['x', 'y', 'z']","['str', 'str', 'Optional[str]']","['', '', '']","Dict[int, Union[int, None]]",[],,353,maketrans,"['__x', '__y', '__z']",3,3
210,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,add,,,"['self', 's']","['', 'str']","['', '']",str,[],,355,__add__,"['self', 's']",2,2
211,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,contains,,,"['self', 'o']","['', 'Union[str, Text]']","['', '']",bool,[],,357,__contains__,"['self', 'o']",2,2
212,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,eq,,,"['self', 'x']","['', 'object']","['', '']",bool,[],,358,__eq__,"['self', 'x']",2,2
213,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ge,,,"['self', 'x']","['', 'Text']","['', '']",bool,[],,359,__ge__,"['self', 'x']",2,2
214,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,getitem,,,"['self', 'i']","['', 'Union[int, slice]']","['', '']",str,[],,360,__getitem__,"['self', 'i']",2,2
215,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,gt,,,"['self', 'x']","['', 'Text']","['', '']",bool,[],,361,__gt__,"['self', 'x']",2,2
216,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,hash,,,['self'],[''],[''],int,[],,362,__hash__,['self'],1,1
217,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,iter,,,['self'],[''],[''],Iterator[str],[],,363,__iter__,['self'],1,1
218,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,le,,,"['self', 'x']","['', 'Text']","['', '']",bool,[],,364,__le__,"['self', 'x']",2,2
219,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,len,,,['self'],[''],[''],int,[],,365,__len__,['self'],1,1
220,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,lt,,,"['self', 'x']","['', 'Text']","['', '']",bool,[],,366,__lt__,"['self', 'x']",2,2
221,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,mod,,,"['self', 'x']","['', 'Any']","['', '']",str,[],,367,__mod__,"['self', 'x']",2,2
222,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,mul,,,"['self', 'n']","['', 'int']","['', '']",str,[],,368,__mul__,"['self', 'n']",2,2
223,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ne,,,"['self', 'x']","['', 'object']","['', '']",bool,[],,369,__ne__,"['self', 'x']",2,2
224,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,repr,,,['self'],[''],[''],str,[],,370,__repr__,['self'],1,1
225,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rmul,,,"['self', 'n']","['', 'int']","['', '']",str,[],,371,__rmul__,"['self', 'n']",2,2
226,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,str,,,['self'],[''],[''],str,[],,372,__str__,['self'],1,1
227,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,getnewargs,,,['self'],[''],[''],Tuple[str],[],,373,__getnewargs__,['self'],1,1
228,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,init,,,"['self', 'ints']","['', 'Iterable[int]']","['', '']",None,[],,378,__init__,"['self', 'ints']",2,2
229,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,init,,,"['self', 'string', 'encode', 'error']","['', 'str', 'str', 'str']","['', '', '', '']",None,[],,380,__init__,"['self', 'string', 'encoding', 'errors']",4,4
230,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,init,,,"['self', 'length']","['', 'int']","['', '']",None,[],,383,__init__,"['self', 'length']",2,2
231,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,init,,,['self'],[''],[''],None,[],,385,__init__,['self'],1,1
232,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,init,,,"['self', 'o']","['', 'SupportsBytes']","['', '']",None,[],,387,__init__,"['self', 'o']",2,2
233,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,capitalize,,,['self'],[''],[''],bytes,[],,388,capitalize,['self'],1,1
234,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,center,,,"['self', 'width', 'fillchar']","['', 'int', 'bytes']","['', '', '']",bytes,[],,389,center,"['self', '__width', '__fillchar']",3,3
235,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,count,,,"['self', 'sub', 'start', 'end']","['', 'Union[bytes, int]', 'Optional[int]', 'Optional[int]']","['', '', '', '']",int,[],,390,count,"['self', 'sub', 'start', 'end']",4,4
236,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,decode,,,"['self', 'encode', 'error']","['', 'str', 'str']","['', '', '']",str,[],,391,decode,"['self', 'encoding', 'errors']",3,3
237,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,endswith,,,"['self', 'suffix']","['', 'Union[bytes, Tuple[bytes, ...]]']","['', '']",bool,[],,392,endswith,"['self', 'suffix']",2,2
238,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,expandtabs,,,"['self', 'tabsize']","['', 'int']","['', '']",bytes,[],,393,expandtabs,"['self', 'tabsize']",2,2
239,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,find,,,"['self', 'sub', 'start', 'end']","['', 'Union[bytes, int]', 'Optional[int]', 'Optional[int]']","['', '', '', '']",int,[],,394,find,"['self', 'sub', 'start', 'end']",4,4
240,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,hex,,,"['self', 'sep', 'byte per sep']","['', 'Union[str, bytes]', 'int']","['', '', '']",str,[],,396,hex,"['self', 'sep', 'bytes_per_sep']",3,3
241,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,hex,,,['self'],[''],[''],str,[],,398,hex,['self'],1,1
242,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,index,,,"['self', 'sub', 'start', 'end']","['', 'Union[bytes, int]', 'Optional[int]', 'Optional[int]']","['', '', '', '']",int,[],,399,index,"['self', 'sub', 'start', 'end']",4,4
243,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isalnum,,,['self'],[''],[''],bool,[],,400,isalnum,['self'],1,1
244,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isalpha,,,['self'],[''],[''],bool,[],,401,isalpha,['self'],1,1
245,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isascii,,,['self'],[''],[''],bool,[],,403,isascii,['self'],1,1
246,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isdigit,,,['self'],[''],[''],bool,[],,404,isdigit,['self'],1,1
247,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,islower,,,['self'],[''],[''],bool,[],,405,islower,['self'],1,1
248,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isspace,,,['self'],[''],[''],bool,[],,406,isspace,['self'],1,1
249,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,istitle,,,['self'],[''],[''],bool,[],,407,istitle,['self'],1,1
250,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,isupper,,,['self'],[''],[''],bool,[],,408,isupper,['self'],1,1
251,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,join,,,"['self', 'iterable of byte']","['', 'Iterable[Union[ByteString, memoryview]]']","['', '']",bytes,[],,409,join,"['self', '__iterable_of_bytes']",2,2
252,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ljust,,,"['self', 'width', 'fillchar']","['', 'int', 'bytes']","['', '', '']",bytes,[],,410,ljust,"['self', '__width', '__fillchar']",3,3
253,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,low,,,['self'],[''],[''],bytes,[],,411,lower,['self'],1,1
254,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,lstrip,,,"['self', 'byte']","['', 'Optional[bytes]']","['', '']",bytes,[],,412,lstrip,"['self', '__bytes']",2,2
255,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,partition,,,"['self', 'sep']","['', 'bytes']","['', '']","Tuple[bytes, bytes, bytes]",[],,413,partition,"['self', '__sep']",2,2
256,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,replace,,,"['self', 'old', 'new', 'count']","['', 'bytes', 'bytes', 'int']","['', '', '', '']",bytes,[],,414,replace,"['self', '__old', '__new', '__count']",4,4
257,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rfind,,,"['self', 'sub', 'start', 'end']","['', 'Union[bytes, int]', 'Optional[int]', 'Optional[int]']","['', '', '', '']",int,[],,415,rfind,"['self', 'sub', 'start', 'end']",4,4
258,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rindex,,,"['self', 'sub', 'start', 'end']","['', 'Union[bytes, int]', 'Optional[int]', 'Optional[int]']","['', '', '', '']",int,[],,416,rindex,"['self', 'sub', 'start', 'end']",4,4
259,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rjust,,,"['self', 'width', 'fillchar']","['', 'int', 'bytes']","['', '', '']",bytes,[],,417,rjust,"['self', '__width', '__fillchar']",3,3
260,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rpartition,,,"['self', 'sep']","['', 'bytes']","['', '']","Tuple[bytes, bytes, bytes]",[],,418,rpartition,"['self', '__sep']",2,2
261,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rsplit,,,"['self', 'sep', 'maxsplit']","['', 'Optional[bytes]', 'int']","['', '', '']",List[bytes],[],,419,rsplit,"['self', 'sep', 'maxsplit']",3,3
262,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rstrip,,,"['self', 'byte']","['', 'Optional[bytes]']","['', '']",bytes,[],,420,rstrip,"['self', '__bytes']",2,2
263,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,split,,,"['self', 'sep', 'maxsplit']","['', 'Optional[bytes]', 'int']","['', '', '']",List[bytes],[],,421,split,"['self', 'sep', 'maxsplit']",3,3
264,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,splitlines,,,"['self', 'keepends']","['', 'bool']","['', '']",List[bytes],[],,422,splitlines,"['self', 'keepends']",2,2
265,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,startswith,,,"['self', 'prefix', 'start', 'end']","['', 'Union[bytes, Tuple[bytes, ...]]', 'Optional[int]', 'Optional[int]']","['', '', '', '']",bool,[],,423,startswith,"['self', 'prefix', 'start', 'end']",4,4
266,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,strip,,,"['self', 'byte']","['', 'Optional[bytes]']","['', '']",bytes,[],,429,strip,"['self', '__bytes']",2,2
267,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,swapcase,,,['self'],[''],[''],bytes,[],,430,swapcase,['self'],1,1
268,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,title,,,['self'],[''],[''],bytes,[],,431,title,['self'],1,1
269,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,translate,,,"['self', 'table', 'delete']","['', 'Optional[bytes]', 'bytes']","['', '', '']",bytes,[],,432,translate,"['self', '__table', 'delete']",3,3
270,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,upper,,,['self'],[''],[''],bytes,[],,433,upper,['self'],1,1
271,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,zfill,,,"['self', 'width']","['', 'int']","['', '']",bytes,[],,434,zfill,"['self', '__width']",2,2
272,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,fromhex,,,"['cl', 's']","['', 'str']","['', '']",bytes,[],,436,fromhex,"['cls', '__s']",2,2
273,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,maketrans,,,"['cl', 'frm', 'to']","['', 'bytes', 'bytes']","['', '', '']",bytes,[],,438,maketrans,"['cls', 'frm', 'to']",3,3
274,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,len,,,['self'],[''],[''],int,[],,440,__len__,['self'],1,1
275,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,iter,,,['self'],[''],[''],Iterator[int],[],,441,__iter__,['self'],1,1
276,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,str,,,['self'],[''],[''],str,[],,442,__str__,['self'],1,1
277,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,repr,,,['self'],[''],[''],str,[],,443,__repr__,['self'],1,1
278,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,int,,,['self'],[''],[''],int,[],,444,__int__,['self'],1,1
279,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,float,,,['self'],[''],[''],float,[],,445,__float__,['self'],1,1
280,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,hash,,,['self'],[''],[''],int,[],,446,__hash__,['self'],1,1
281,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,getitem,,,"['self', 'i']","['', 'int']","['', '']",int,[],,448,__getitem__,"['self', 'i']",2,2
282,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,getitem,,,"['self', 's']","['', 'slice']","['', '']",bytes,[],,450,__getitem__,"['self', 's']",2,2
283,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,add,,,"['self', 's']","['', 'bytes']","['', '']",bytes,[],,451,__add__,"['self', 's']",2,2
284,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,mul,,,"['self', 'n']","['', 'int']","['', '']",bytes,[],,452,__mul__,"['self', 'n']",2,2
285,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rmul,,,"['self', 'n']","['', 'int']","['', '']",bytes,[],,453,__rmul__,"['self', 'n']",2,2
286,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,mod,,,"['self', 'value']","['', 'Any']","['', '']",bytes,[],,455,__mod__,"['self', 'value']",2,2
287,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,contains,,,"['self', 'o']","['', 'Union[int, bytes]']","['', '']",bool,[],,457,__contains__,"['self', 'o']",2,2
288,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,eq,,,"['self', 'x']","['', 'object']","['', '']",bool,[],,458,__eq__,"['self', 'x']",2,2
289,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ne,,,"['self', 'x']","['', 'object']","['', '']",bool,[],,459,__ne__,"['self', 'x']",2,2
290,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,lt,,,"['self', 'x']","['', 'bytes']","['', '']",bool,[],,460,__lt__,"['self', 'x']",2,2
291,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,le,,,"['self', 'x']","['', 'bytes']","['', '']",bool,[],,461,__le__,"['self', 'x']",2,2
292,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,gt,,,"['self', 'x']","['', 'bytes']","['', '']",bool,[],,462,__gt__,"['self', 'x']",2,2
293,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ge,,,"['self', 'x']","['', 'bytes']","['', '']",bool,[],,463,__ge__,"['self', 'x']",2,2
294,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,getnewargs,,,['self'],[''],[''],Tuple[bytes],[],,464,__getnewargs__,['self'],1,1
295,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,init,,,['self'],[''],[''],None,[],,468,__init__,['self'],1,1
296,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,init,,,"['self', 'ints']","['', 'Iterable[int]']","['', '']",None,[],,470,__init__,"['self', 'ints']",2,2
297,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,init,,,"['self', 'string', 'encode', 'error']","['', 'Text', 'Text', 'Text']","['', '', '', '']",None,[],,472,__init__,"['self', 'string', 'encoding', 'errors']",4,4
298,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,init,,,"['self', 'length']","['', 'int']","['', '']",None,[],,474,__init__,"['self', 'length']",2,2
